name,value,year,lastValue,rank
Dorde Milic,93,2002,93,19
Dorde Milic,93,2003,93,20
Dorde Milic,93,2004,93,21
Dorde Milic,93,2005,93,21
Dorde Milic,93,2006,93,21
Dorde Milic,93,2007,93,21
Dorde Milic,93,2008,93,23
Dorde Milic,93,2009,93,23
Dorde Milic,93,2010,93,24
Dorde Milic,93,2011,93,27
Dorde Milic,93,2012,93,28
Dorde Milic,93,2013,93,28
Dorde Milic,93,2014,93,28
Dorde Milic,93,2015,93,28
Dorde Milic,93,2016,93,28
Dorde Milic,93,2017,93,30
Dorde Milic,93,2018,93,31
Dorde Milic,93,2019,93,31
Todor Veselinoviç,92,1997,83,16
Todor Veselinoviç,92,1998,92,17
Todor Veselinoviç,92,1999,92,18
Todor Veselinoviç,92,2000,92,18
Todor Veselinoviç,92,2001,92,20
Samet Aybaba,92,2002,80,20
Todor Veselinoviç,92,2002,92,20
Todor Veselinoviç,92,2003,92,21
Todor Veselinoviç,92,2004,92,22
Todor Veselinoviç,92,2005,92,22
Todor Veselinoviç,92,2006,92,22
Ersun Yanal,92,2007,84,22
Todor Veselinoviç,92,2007,92,22
Todor Veselinoviç,92,2008,92,24
Todor Veselinoviç,92,2009,92,24
Todor Veselinoviç,92,2010,92,25
Ziya Doğan,92,2010,88,25
Rıza Çalımbay,92,2011,85,28
Todor Veselinoviç,92,2011,92,28
Todor Veselinoviç,92,2012,92,29
Todor Veselinoviç,92,2013,92,29
Todor Veselinoviç,92,2014,92,29
Todor Veselinoviç,92,2015,92,29
Todor Veselinoviç,92,2016,92,29
Todor Veselinoviç,92,2017,92,31
Todor Veselinoviç,92,2018,92,32
Todor Veselinoviç,92,2019,92,32
Yüksel Doğanay,91,1969,83,3
Ziya Taner,91,1971,89,4
Tomislav Kaloperoviç,91,1978,74,6
Tomislav Kaloperoviç,91,1979,91,6
Tomislav Kaloperoviç,91,1980,91,6
Tomislav Kaloperoviç,91,1981,91,6
Tomislav Kaloperoviç,91,1982,91,6
Tomislav Kaloperoviç,91,1983,91,8
Tomislav Kaloperoviç,91,1984,91,8
Tomislav Kaloperoviç,91,1985,91,8
Dorde Milic,91,1991,85,11
Mircea Lucescu,91,2004,73,23
Mircea Lucescu,91,2005,91,23
Mircea Lucescu,91,2006,91,23
Mircea Lucescu,91,2007,91,24
Mircea Lucescu,91,2008,91,25
Mircea Lucescu,91,2009,91,25
Mircea Lucescu,91,2010,91,27
Mircea Lucescu,91,2011,91,30
Mircea Lucescu,91,2012,91,30
Mircea Lucescu,91,2013,91,30
Mircea Lucescu,91,2014,91,30
Mircea Lucescu,91,2015,91,30
Mircea Lucescu,91,2016,91,30
Mircea Lucescu,91,2017,91,32
Mircea Lucescu,91,2018,91,33
Mircea Lucescu,91,2019,91,33
Sabri Kiraz,90,1976,86,6
Sabri Kiraz,90,1977,90,6
Sabri Kiraz,90,1978,90,7
Sabri Kiraz,90,1979,90,7
Sabri Kiraz,90,1980,90,7
Sabri Kiraz,90,1981,90,7
Sabri Kiraz,90,1982,90,7
Sabri Kiraz,90,1983,90,9
Sabri Kiraz,90,1984,90,9
Sabri Kiraz,90,1985,90,9
Sabri Kiraz,90,1986,90,9
Sabri Kiraz,90,1987,90,9
Sabri Kiraz,90,1988,90,9
Sabri Kiraz,90,1989,90,10
Sabri Kiraz,90,1990,90,10
Gordon Milne,90,1991,70,12
Sabri Kiraz,90,1991,90,12
Sabri Kiraz,90,1992,90,13
Nevzat Güzelırmak,90,1993,80,13
Sabri Kiraz,90,1993,90,13
Sabri Kiraz,90,1994,90,14
Sabri Kiraz,90,1995,90,15
Sabri Kiraz,90,1996,90,16
Sabri Kiraz,90,1997,90,17
Sabri Kiraz,90,1998,90,18
Sabri Kiraz,90,1999,90,19
Sabri Kiraz,90,2000,90,19
Sabri Kiraz,90,2001,90,21
Sabri Kiraz,90,2002,90,22
Sabri Kiraz,90,2003,90,22
Sabri Kiraz,90,2004,90,24
Sabri Kiraz,90,2005,90,24
Sabri Kiraz,90,2006,90,24
Sabri Kiraz,90,2007,90,25
Sabri Kiraz,90,2008,90,26
Sabri Kiraz,90,2009,90,26
Sabri Kiraz,90,2010,90,28
Sabri Kiraz,90,2011,90,31
Sabri Kiraz,90,2012,90,31
Sabri Kiraz,90,2013,90,31
Sabri Kiraz,90,2014,90,31
Sabri Kiraz,90,2015,90,31
Sabri Kiraz,90,2016,90,31
Sabri Kiraz,90,2017,90,33
Sabri Kiraz,90,2018,90,34
Sabri Kiraz,90,2019,90,34
Adnan Süvari,89,1967,75,2
Ziya Taner,89,1970,84,4
Abdullah Avcı,89,2016,73,32
Mesut Bakkal,89,2017,86,34
Branko Stankovic,88,1987,76,10
Branko Stankovic,88,1988,88,10
Metin Türel,88,1999,77,20
Metin Türel,88,2000,88,20
Ziya Doğan,88,2008,85,27
Ziya Doğan,88,2009,88,27
Tolunay Kafkas,88,2016,83,33
Abdullah Gegic,87,1974,78,5
Bülent Eken,87,1977,79,7
Bülent Eken,87,1978,87,8
Bülent Eken,87,1979,87,8
Bülent Eken,87,1980,87,8
Bülent Eken,87,1981,87,8
Bülent Eken,87,1982,87,8
Bülent Eken,87,1983,87,10
Bülent Eken,87,1984,87,10
Bülent Eken,87,1985,87,10
Bülent Eken,87,1986,87,10
Bülent Eken,87,1987,87,11
Bülent Eken,87,1988,87,11
Bülent Eken,87,1989,87,11
Bülent Eken,87,1990,87,11
Bülent Eken,87,1991,87,14
Bülent Eken,87,1992,87,14
Kemal Ömeragiç,87,1992,82,14
Bülent Eken,87,1993,87,15
Kemal Ömeragiç,87,1993,87,15
Bülent Eken,87,1994,87,15
Kemal Ömeragiç,87,1994,87,15
Bülent Eken,87,1995,87,16
Kemal Ömeragiç,87,1995,87,16
Bülent Eken,87,1996,87,17
Kemal Ömeragiç,87,1996,87,17
Bülent Eken,87,1997,87,18
Kemal Ömeragiç,87,1997,87,18
Bülent Eken,87,1998,87,19
Kemal Ömeragiç,87,1998,87,19
Bülent Eken,87,1999,87,21
Kemal Ömeragiç,87,1999,87,21
Bülent Eken,87,2000,87,21
Kemal Ömeragiç,87,2000,87,21
Bülent Eken,87,2001,87,22
Kemal Ömeragiç,87,2001,87,22
Bülent Eken,87,2002,87,23
Kemal Ömeragiç,87,2002,87,23
Bülent Eken,87,2003,87,23
Kemal Ömeragiç,87,2003,87,23
Bülent Eken,87,2004,87,25
Kemal Ömeragiç,87,2004,87,25
Bülent Eken,87,2005,87,25
Kemal Ömeragiç,87,2005,87,25
Bülent Eken,87,2006,87,25
Kemal Ömeragiç,87,2006,87,25
Bülent Eken,87,2007,87,26
Kemal Ömeragiç,87,2007,87,26
Bülent Eken,87,2008,87,28
Kemal Ömeragiç,87,2008,87,28
Bülent Eken,87,2009,87,28
Kemal Ömeragiç,87,2009,87,28
Bülent Eken,87,2010,87,29
Kemal Ömeragiç,87,2010,87,29
Bülent Eken,87,2011,87,32
Kemal Ömeragiç,87,2011,87,32
Bülent Eken,87,2012,87,32
Kemal Ömeragiç,87,2012,87,32
Bülent Eken,87,2013,87,32
Kemal Ömeragiç,87,2013,87,32
Nurullah Sağlam,87,2013,84,32
Bülent Eken,87,2014,87,32
Kemal Ömeragiç,87,2014,87,32
Nurullah Sağlam,87,2014,87,32
Bülent Eken,87,2015,87,32
Kemal Ömeragiç,87,2015,87,32
Nurullah Sağlam,87,2015,87,32
Bülent Eken,87,2016,87,34
Kemal Ömeragiç,87,2016,87,34
Nurullah Sağlam,87,2016,87,34
Bülent Eken,87,2017,87,35
Kemal Ömeragiç,87,2017,87,35
Nurullah Sağlam,87,2017,87,35
Bülent Eken,87,2018,87,35
Kemal Ömeragiç,87,2018,87,35
Nurullah Sağlam,87,2018,87,35
Bülent Eken,87,2019,87,35
Kemal Ömeragiç,87,2019,87,35
Mehmet Özdilek,87,2019,83,35
Nurullah Sağlam,87,2019,87,35
Sabri Kiraz,86,1974,82,6
Sabri Kiraz,86,1975,86,6
Yılmaz Vural,86,1997,69,20
Sakıp Özberk,86,2000,70,23
Erdoğan Arıca,86,2009,85,30
Erdoğan Arıca,86,2010,86,31
Erdoğan Arıca,86,2011,86,34
Erdoğan Arıca,86,2012,86,34
Erdoğan Arıca,86,2013,86,35
Giray Bulak,86,2013,85,35
Erdoğan Arıca,86,2014,86,35
Giray Bulak,86,2014,86,35
Erdoğan Arıca,86,2015,86,35
Giray Bulak,86,2015,86,35
Erdoğan Arıca,86,2016,86,37
Giray Bulak,86,2016,86,37
Mesut Bakkal,86,2016,82,37
Erdoğan Arıca,86,2017,86,38
Giray Bulak,86,2017,86,38
Erdoğan Arıca,86,2018,86,38
Giray Bulak,86,2018,86,38
Erdoğan Arıca,86,2019,86,39
Giray Bulak,86,2019,86,39
Gündüz Tekin Onay,85,1982,74,9
Dorde Milic,85,1990,73,12
Mustafa Denizli,85,1992,66,16
Mustafa Denizli,85,1993,85,17
Mustafa Denizli,85,1994,85,17
Güvenç Kurtar,85,2007,80,28
Ziya Doğan,85,2007,71,28
Erdoğan Arıca,85,2008,84,30
Giray Bulak,85,2009,78,31
Ümit Kayıhan,85,2009,84,31
Giray Bulak,85,2010,85,32
Hikmet Karaman,85,2010,82,32
Rıza Çalımbay,85,2010,70,32
Ümit Kayıhan,85,2010,85,32
Giray Bulak,85,2011,85,35
Ümit Kayıhan,85,2011,85,35
Giray Bulak,85,2012,85,35
Ümit Kayıhan,85,2012,85,35
Ümit Kayıhan,85,2013,85,37
Ümit Kayıhan,85,2014,85,37
Ümit Kayıhan,85,2015,85,37
Ümit Kayıhan,85,2016,85,40
Ümit Kayıhan,85,2017,85,40
Ümit Kayıhan,85,2018,85,40
Ümit Kayıhan,85,2019,85,41
Ziya Taner,84,1969,75,4
Brian Birch,84,1982,79,10
Brian Birch,84,1983,84,11
Brian Birch,84,1984,84,11
Brian Birch,84,1985,84,11
Brian Birch,84,1986,84,11
Brian Birch,84,1987,84,12
Brian Birch,84,1988,84,12
Brian Birch,84,1989,84,12
Brian Birch,84,1990,84,13
Brian Birch,84,1991,84,15
Brian Birch,84,1992,84,17
Brian Birch,84,1993,84,18
Brian Birch,84,1994,84,18
Brian Birch,84,1995,84,18
Brian Birch,84,1996,84,19
Brian Birch,84,1997,84,21
Brian Birch,84,1998,84,21
Brian Birch,84,1999,84,23
Brian Birch,84,2000,84,24
Brian Birch,84,2001,84,24
Brian Birch,84,2002,84,25
Brian Birch,84,2003,84,25
Brian Birch,84,2004,84,27
Brian Birch,84,2005,84,27
Brian Birch,84,2006,84,27
Ersun Yanal,84,2006,75,27
Ümit Kayıhan,84,2006,79,27
Brian Birch,84,2007,84,30
Erdoğan Arıca,84,2007,78,30
Ümit Kayıhan,84,2007,84,30
Brian Birch,84,2008,84,31
Ümit Kayıhan,84,2008,84,31
Brian Birch,84,2009,84,33
Brian Birch,84,2010,84,36
Brian Birch,84,2011,84,37
Brian Birch,84,2012,84,37
Nurullah Sağlam,84,2012,72,37
Brian Birch,84,2013,84,38
Brian Birch,84,2014,84,38
Brian Birch,84,2015,84,38
Brian Birch,84,2016,84,41
Brian Birch,84,2017,84,41
Brian Birch,84,2018,84,41
Brian Birch,84,2019,84,42
Yüksel Doğanay,83,1968,72,3
Todor Veselinoviç,83,1993,80,19
Todor Veselinoviç,83,1994,83,19
Şenol Güneş,83,1995,60,19
Todor Veselinoviç,83,1995,83,19
Todor Veselinoviç,83,1996,83,20
Zeynel Soyuer,83,1996,82,20
Zeynel Soyuer,83,1997,83,22
Zeynel Soyuer,83,1998,83,22
Zeynel Soyuer,83,1999,83,24
Zeynel Soyuer,83,2000,83,25
Zeynel Soyuer,83,2001,83,25
Zeynel Soyuer,83,2002,83,26
Zeynel Soyuer,83,2003,83,26
Zeynel Soyuer,83,2004,83,28
Zeynel Soyuer,83,2005,83,28
Zeynel Soyuer,83,2006,83,30
Zeynel Soyuer,83,2007,83,33
Zeynel Soyuer,83,2008,83,33
Zeynel Soyuer,83,2009,83,34
Zeynel Soyuer,83,2010,83,37
Zeynel Soyuer,83,2011,83,38
Zeynel Soyuer,83,2012,83,39
Zeynel Soyuer,83,2013,83,39
Zeynel Soyuer,83,2014,83,39
Tolunay Kafkas,83,2015,79,39
Zeynel Soyuer,83,2015,83,39
Zeynel Soyuer,83,2016,83,42
Zeynel Soyuer,83,2017,83,42
Mehmet Özdilek,83,2018,80,42
Safet Susic,83,2018,78,42
Zeynel Soyuer,83,2018,83,42
Safet Susic,83,2019,83,43
Zeynel Soyuer,83,2019,83,43
Sabri Kiraz,82,1973,71,5
Ahmet Suat Özyazıcı,82,1982,68,11
Kemal Ömeragiç,82,1987,75,13
Özkan Sümer,82,1987,72,13
Kemal Ömeragiç,82,1988,82,13
Özkan Sümer,82,1988,82,13
Zeynel Soyuer,82,1988,77,13
Kemal Ömeragiç,82,1989,82,13
Özkan Sümer,82,1989,82,13
Zeynel Soyuer,82,1989,82,13
Kemal Ömeragiç,82,1990,82,14
Özkan Sümer,82,1990,82,14
Zeynel Soyuer,82,1990,82,14
Kemal Ömeragiç,82,1991,82,16
Zeynel Soyuer,82,1991,82,16
Zeynel Soyuer,82,1992,82,18
Zeynel Soyuer,82,1993,82,20
Zeynel Soyuer,82,1994,82,20
Zeynel Soyuer,82,1995,82,21
Hikmet Karaman,82,2009,77,35
Mesut Bakkal,82,2015,76,41
Ljubisa Spajic,81,1967,65,3
Ljubisa Spajic,81,1968,81,4
Ljubisa Spajic,81,1969,81,5
Ljubisa Spajic,81,1970,81,5
Ljubisa Spajic,81,1971,81,5
Ljubisa Spajic,81,1972,81,5
Ljubisa Spajic,81,1973,81,6
Ljubisa Spajic,81,1974,81,7
Ljubisa Spajic,81,1975,81,7
Ljubisa Spajic,81,1976,81,7
Ljubisa Spajic,81,1977,81,8
Ljubisa Spajic,81,1978,81,9
Ljubisa Spajic,81,1979,81,9
Ljubisa Spajic,81,1980,81,9
Ljubisa Spajic,81,1981,81,9
Ljubisa Spajic,81,1982,81,12
Ljubisa Spajic,81,1983,81,12
Ljubisa Spajic,81,1984,81,12
Ljubisa Spajic,81,1985,81,12
Ljubisa Spajic,81,1986,81,12
Ljubisa Spajic,81,1987,81,15
Ljubisa Spajic,81,1988,81,16
Ljubisa Spajic,81,1989,81,16
Ljubisa Spajic,81,1990,81,17
Ljubisa Spajic,81,1991,81,18
Ljubisa Spajic,81,1992,81,19
Ljubisa Spajic,81,1993,81,21
Ljubisa Spajic,81,1994,81,21
Ljubisa Spajic,81,1995,81,22
Ljubisa Spajic,81,1996,81,22
Ljubisa Spajic,81,1997,81,23
Ljubisa Spajic,81,1998,81,23
Ljubisa Spajic,81,1999,81,25
Ljubisa Spajic,81,2000,81,26
Ljubisa Spajic,81,2001,81,26
Ljubisa Spajic,81,2002,81,27
Ljubisa Spajic,81,2003,81,27
Ljubisa Spajic,81,2004,81,29
Ljubisa Spajic,81,2005,81,29
Ljubisa Spajic,81,2006,81,31
Ljubisa Spajic,81,2007,81,34
Ljubisa Spajic,81,2008,81,34
Ljubisa Spajic,81,2009,81,36
Ljubisa Spajic,81,2010,81,38
Ljubisa Spajic,81,2011,81,39
Ljubisa Spajic,81,2012,81,40
Ljubisa Spajic,81,2013,81,40
Ljubisa Spajic,81,2014,81,40
Ljubisa Spajic,81,2015,81,42
Ljubisa Spajic,81,2016,81,43
Ljubisa Spajic,81,2017,81,43
Ljubisa Spajic,81,2018,81,45
Ljubisa Spajic,81,2019,81,45
Candan Tarhan,80,1988,68,17
Candan Tarhan,80,1989,80,17
Candan Tarhan,80,1990,80,18
Nevzat Güzelırmak,80,1990,71,18
Candan Tarhan,80,1991,80,19
Nevzat Güzelırmak,80,1991,80,19
Candan Tarhan,80,1992,80,20
Nevzat Güzelırmak,80,1992,80,20
Todor Veselinoviç,80,1992,78,20
Candan Tarhan,80,1993,80,22
Candan Tarhan,80,1994,80,22
Candan Tarhan,80,1995,80,23
Candan Tarhan,80,1996,80,23
Candan Tarhan,80,1997,80,24
Candan Tarhan,80,1998,80,24
Candan Tarhan,80,1999,80,26
Candan Tarhan,80,2000,80,27
Candan Tarhan,80,2001,80,27
Samet Aybaba,80,2001,69,27
Candan Tarhan,80,2002,80,28
Candan Tarhan,80,2003,80,28
Candan Tarhan,80,2004,80,30
Gigi Multescu,80,2004,79,30
Candan Tarhan,80,2005,80,30
Gigi Multescu,80,2005,80,30
Candan Tarhan,80,2006,80,32
Gigi Multescu,80,2006,80,32
Güvenç Kurtar,80,2006,73,32
Candan Tarhan,80,2007,80,35
Gigi Multescu,80,2007,80,35
Candan Tarhan,80,2008,80,35
Gigi Multescu,80,2008,80,35
Candan Tarhan,80,2009,80,37
Gigi Multescu,80,2009,80,37
Candan Tarhan,80,2010,80,39
Gigi Multescu,80,2010,80,39
Candan Tarhan,80,2011,80,40
Gigi Multescu,80,2011,80,40
Candan Tarhan,80,2012,80,41
Gigi Multescu,80,2012,80,41
Candan Tarhan,80,2013,80,41
Gigi Multescu,80,2013,80,41
Candan Tarhan,80,2014,80,41
Gigi Multescu,80,2014,80,41
Candan Tarhan,80,2015,80,43
Gigi Multescu,80,2015,80,43
Candan Tarhan,80,2016,80,44
Gigi Multescu,80,2016,80,44
Mehmet Özdilek,80,2016,78,44
Bülent Uygun,80,2017,76,44
Candan Tarhan,80,2017,80,44
Gigi Multescu,80,2017,80,44
Mehmet Özdilek,80,2017,80,44
Bülent Uygun,80,2018,80,46
Candan Tarhan,80,2018,80,46
Gigi Multescu,80,2018,80,46
Bülent Uygun,80,2019,80,46
Candan Tarhan,80,2019,80,46
Gigi Multescu,80,2019,80,46
Bülent Eken,79,1976,78,8
Brian Birch,79,1981,66,10
Gigi Multescu,79,2003,71,29
Ümit Kayıhan,79,2005,74,32
Nejat Biyediç,79,2007,76,37
Nejat Biyediç,79,2008,79,37
Nejat Biyediç,79,2009,79,39
Nejat Biyediç,79,2010,79,41
Nejat Biyediç,79,2011,79,42
Nejat Biyediç,79,2012,79,43
Nejat Biyediç,79,2013,79,43
Nejat Biyediç,79,2014,79,43
Tolunay Kafkas,79,2014,66,43
Nejat Biyediç,79,2015,79,45
Nejat Biyediç,79,2016,79,47
Nejat Biyediç,79,2017,79,48
Nejat Biyediç,79,2018,79,49
Nejat Biyediç,79,2019,79,49
Bülent Eken,78,1968,65,5
Bülent Eken,78,1969,78,6
Bülent Eken,78,1970,78,6
Bülent Eken,78,1971,78,6
Bülent Eken,78,1972,78,6
Abdullah Gegic,78,1973,69,7
Bülent Eken,78,1973,78,7
Bülent Eken,78,1974,78,8
Bülent Eken,78,1975,78,8
Fethi Demircan,78,1990,74,20
Fethi Demircan,78,1991,78,21
Todor Veselinoviç,78,1991,69,21
Fethi Demircan,78,1992,78,23
Fethi Demircan,78,1993,78,23
Fethi Demircan,78,1994,78,23
Fethi Demircan,78,1995,78,24
Fethi Demircan,78,1996,78,24
Fethi Demircan,78,1997,78,25
Fethi Demircan,78,1998,78,25
Fethi Demircan,78,1999,78,27
Fethi Demircan,78,2000,78,28
Fethi Demircan,78,2001,78,29
Fethi Demircan,78,2002,78,29
Fethi Demircan,78,2003,78,30
Milorad Mitroviç,78,2003,74,30
Fethi Demircan,78,2004,78,32
Milorad Mitroviç,78,2004,78,32
Fethi Demircan,78,2005,78,33
Milorad Mitroviç,78,2005,78,33
Erdoğan Arıca,78,2006,74,35
Fethi Demircan,78,2006,78,35
Milorad Mitroviç,78,2006,78,35
Fethi Demircan,78,2007,78,38
Milorad Mitroviç,78,2007,78,38
Fethi Demircan,78,2008,78,38
Giray Bulak,78,2008,74,38
Milorad Mitroviç,78,2008,78,38
Fethi Demircan,78,2009,78,40
Milorad Mitroviç,78,2009,78,40
Fethi Demircan,78,2010,78,42
Milorad Mitroviç,78,2010,78,42
Fethi Demircan,78,2011,78,43
Milorad Mitroviç,78,2011,78,43
Fethi Demircan,78,2012,78,44
Milorad Mitroviç,78,2012,78,44
Fethi Demircan,78,2013,78,44
Milorad Mitroviç,78,2013,78,44
Fethi Demircan,78,2014,78,45
Milorad Mitroviç,78,2014,78,45
Fethi Demircan,78,2015,78,46
Mehmet Özdilek,78,2015,74,46
Milorad Mitroviç,78,2015,78,46
Fethi Demircan,78,2016,78,48
Milorad Mitroviç,78,2016,78,48
Fethi Demircan,78,2017,78,49
Milorad Mitroviç,78,2017,78,49
Safet Susic,78,2017,71,49
Fethi Demircan,78,2018,78,50
Milorad Mitroviç,78,2018,78,50
Fethi Demircan,78,2019,78,50
Milorad Mitroviç,78,2019,78,50
Zeynel Soyuer,77,1987,65,16
Metin Türel,77,1997,74,26
Metin Türel,77,1998,77,26
Hikmet Karaman,77,2008,72,41
Aykut Kocaman,77,2009,66,42
Aykut Kocaman,77,2010,77,44
Coşkun Özarı,76,1982,66,13
Coşkun Özarı,76,1983,76,13
Coşkun Özarı,76,1984,76,13
Coşkun Özarı,76,1985,76,13
Branko Stankovic,76,1986,54,13
Coşkun Özarı,76,1986,76,13
Coşkun Özarı,76,1987,76,17
Coşkun Özarı,76,1988,76,18
Coşkun Özarı,76,1989,76,18
Coşkun Özarı,76,1990,76,21
Coşkun Özarı,76,1991,76,23
Coşkun Özarı,76,1992,76,24
Coşkun Özarı,76,1993,76,24
Coşkun Özarı,76,1994,76,24
Coşkun Özarı,76,1995,76,25
Coşkun Özarı,76,1996,76,25
Coşkun Özarı,76,1997,76,27
Coşkun Özarı,76,1998,76,27
Coşkun Özarı,76,1999,76,28
Coşkun Özarı,76,2000,76,29
Coşkun Özarı,76,2001,76,30
Coşkun Özarı,76,2002,76,30
Coşkun Özarı,76,2003,76,32
Coşkun Özarı,76,2004,76,34
Coşkun Özarı,76,2005,76,35
Coşkun Özarı,76,2006,76,38
Nejat Biyediç,76,2006,73,38
Coşkun Özarı,76,2007,76,40
Coşkun Özarı,76,2008,76,42
Coşkun Özarı,76,2009,76,43
Coşkun Özarı,76,2010,76,45
Coşkun Özarı,76,2011,76,45
Coşkun Özarı,76,2012,76,46
Coşkun Özarı,76,2013,76,46
Bülent Uygun,76,2014,74,47
Coşkun Özarı,76,2014,76,47
Mesut Bakkal,76,2014,70,47
Bülent Uygun,76,2015,76,49
Coşkun Özarı,76,2015,76,49
Bülent Uygun,76,2016,76,50
Coşkun Özarı,76,2016,76,50
Coşkun Özarı,76,2017,76,52
Coşkun Özarı,76,2018,76,52
Coşkun Özarı,76,2019,76,52
Adnan Süvari,75,1966,63,2
Ziya Taner,75,1967,65,4
Ziya Taner,75,1968,75,6
Kemal Ömeragiç,75,1986,68,15
Necdet Niş,75,1993,74,25
Necdet Niş,75,1994,75,25
Necdet Niş,75,1995,75,26
Necdet Niş,75,1996,75,26
Necdet Niş,75,1997,75,28
Fatih Terim,75,1998,52,28
Necdet Niş,75,1998,75,28
Necdet Niş,75,1999,75,29
Necdet Niş,75,2000,75,30
Necdet Niş,75,2001,75,31
Necdet Niş,75,2002,75,31
Necdet Niş,75,2003,75,33
Ersun Yanal,75,2004,63,35
Necdet Niş,75,2004,75,35
Ersun Yanal,75,2005,75,36
Necdet Niş,75,2005,75,36
Necdet Niş,75,2006,75,40
Necdet Niş,75,2007,75,41
Necdet Niş,75,2008,75,43
Ertuğrul Sağlam,75,2009,61,44
Necdet Niş,75,2009,75,44
Necdet Niş,75,2010,75,46
Necdet Niş,75,2011,75,46
Necdet Niş,75,2012,75,47
Necdet Niş,75,2013,75,47
Necdet Niş,75,2014,75,50
Necdet Niş,75,2015,75,51
Necdet Niş,75,2016,75,52
Necdet Niş,75,2017,75,53
Necdet Niş,75,2018,75,53
Necdet Niş,75,2019,75,53
Tomislav Kaloperoviç,74,1977,63,9
Gündüz Tekin Onay,74,1981,61,11
Fethi Demircan,74,1987,63,18
Fethi Demircan,74,1988,74,19
Fethi Demircan,74,1989,74,19
Necdet Niş,74,1990,66,22
Necdet Niş,74,1991,74,24
Necdet Niş,74,1992,74,25
Metin Türel,74,1996,61,27
Milorad Mitroviç,74,1999,69,30
Milorad Mitroviç,74,2000,74,31
Milorad Mitroviç,74,2001,74,32
Milorad Mitroviç,74,2002,74,32
Ümit Kayıhan,74,2004,73,37
Erdoğan Arıca,74,2005,69,38
Giray Bulak,74,2007,71,42
Bülent Uygun,74,2013,67,48
Mehmet Özdilek,74,2014,62,51
Dorde Milic,73,1985,64,14
Dorde Milic,73,1986,73,16
Dorde Milic,73,1987,73,19
Dorde Milic,73,1988,73,20
Dorde Milic,73,1989,73,20
Christoph Daum,73,2002,55,33
Christoph Daum,73,2003,73,34
Mircea Lucescu,73,2003,47,34
Ümit Kayıhan,73,2003,64,34
Nejat Biyediç,73,2004,66,38
Güvenç Kurtar,73,2005,71,39
Nejat Biyediç,73,2005,73,39
Abdullah Avcı,73,2015,58,52
Yüksel Doğanay,72,1967,64,5
Özkan Sümer,72,1986,63,17
Yılmaz Gökdel,72,1993,68,26
Yılmaz Gökdel,72,1994,72,26
Yılmaz Gökdel,72,1995,72,27
Yılmaz Gökdel,72,1996,72,28
Yılmaz Gökdel,72,1997,72,29
Yılmaz Gökdel,72,1998,72,30
Yılmaz Gökdel,72,1999,72,31
Yılmaz Gökdel,72,2000,72,32
Yılmaz Gökdel,72,2001,72,33
Yılmaz Gökdel,72,2002,72,34
Yılmaz Gökdel,72,2003,72,37
Yılmaz Gökdel,72,2004,72,39
Yılmaz Gökdel,72,2005,72,41
Yılmaz Gökdel,72,2006,72,41
Hikmet Karaman,72,2007,61,43
Yılmaz Gökdel,72,2007,72,43
Yılmaz Gökdel,72,2008,72,44
Yılmaz Gökdel,72,2009,72,46
Nurullah Sağlam,72,2010,71,47
Yılmaz Gökdel,72,2010,72,47
Nurullah Sağlam,72,2011,72,47
Yılmaz Gökdel,72,2011,72,47
Yılmaz Gökdel,72,2012,72,48
Yılmaz Gökdel,72,2013,72,49
Yılmaz Gökdel,72,2014,72,52
Yılmaz Gökdel,72,2015,72,53
Yılmaz Gökdel,72,2016,72,53
Yılmaz Gökdel,72,2017,72,54
Yılmaz Gökdel,72,2018,72,54
Yılmaz Gökdel,72,2019,72,54
Sabri Kiraz,71,1972,57,7
Nevzat Güzelırmak,71,1989,62,21
Gigi Multescu,71,2000,64,33
Gigi Multescu,71,2001,71,34
Gigi Multescu,71,2002,71,35
Güvenç Kurtar,71,2004,67,40
Giray Bulak,71,2006,64,42
Ziya Doğan,71,2006,67,42
Safet Susic,71,2008,60,45
Nurullah Sağlam,71,2009,63,47
Safet Susic,71,2009,71,47
Safet Susic,71,2010,71,49
Safet Susic,71,2011,71,49
Safet Susic,71,2012,71,49
Safet Susic,71,2013,71,50
Safet Susic,71,2014,71,53
Safet Susic,71,2015,71,54
Safet Susic,71,2016,71,54
Gordon Milne,70,1990,47,23
Sakıp Özberk,70,1999,63,32
Rıza Çalımbay,70,2009,60,49
Mesut Bakkal,70,2013,62,51
Hamza Hamzaoğlu,70,2018,64,55
Hamza Hamzaoğlu,70,2019,70,55
Abdullah Gegic,69,1971,59,7
Abdullah Gegic,69,1972,69,8
Mustafa Ertan,69,1976,60,9
Mustafa Ertan,69,1977,69,10
Mustafa Ertan,69,1978,69,10
Mustafa Ertan,69,1979,69,10
Mustafa Ertan,69,1980,69,10
Mustafa Ertan,69,1981,69,12
Mustafa Ertan,69,1982,69,14
Mustafa Ertan,69,1983,69,14
Mustafa Ertan,69,1984,69,14
Mustafa Ertan,69,1985,69,15
Mustafa Ertan,69,1986,69,18
Mustafa Ertan,69,1987,69,20
Mustafa Ertan,69,1988,69,21
Mustafa Ertan,69,1989,69,22
Mustafa Ertan,69,1990,69,24
Todor Veselinoviç,69,1990,47,24
Mustafa Ertan,69,1991,69,25
Mustafa Ertan,69,1992,69,26
